| 215 | 000 | 0.025 | 0.015 | 001 |
| 377 | 000 | 0.050 | 0.009 | 001 |
| 391 | 004 | 0.087 | 0.010 | 002 |
| 143 | 002 | 0.022 | 0.000 | 001 |
| 485 | 005 | 0.015 | -0.000 | 001 |
| 224 | 005 | 0.029 | 0.000 | 002 |
| 537 | 003 | 0.041 | 0.000 | 004 |
| 130 | 003 | 0.041 | 0.000 | 004 |
| 386 | 006 | 0.009 | 0.000 | 000 |
| 484 | 001 | 0.011 | 0.011 | 000 |
| 217 | 007 | 0.018 | 0.005 | 002 |
| 521 | 004 | 0.045 | 0.005 | 004 |
| 533 | 005 | 0.035 | 0.000 | 001 |
| 146 | 006 | 0.016 | 0.006 | 003 |
| 472 | 004 | 0.067 | 0.005 | 001 |
| 134 | 009 | 0.022 | 0.007 | 000 |
| 468 | 004 | 0.005 | 0.005 | 000 |
| 563 | 001 | 0.015 | 0.015 | 000 |
| 219 | 001 | 0.026 | 0.041 | 000 |
| 459 | 007 | 0.002 | 0.002 | 000 |
| 528 | 004 | 0.006 | 0.000 | 001 |
| 222 | 004 | 0.018 | 0.012 | 001 |
| 159 | 006 | 0.011 | 0.000 | 001 |
| 440 | 009 | 0.052 | 0.025 | 003 |
| 536 | 009 | 0.052 | 0.050 | 003 |
| 570 | 008 | 0.006 | 0.006 | 000 |
| 412 | 006 | 0.025 | 0.011 | 001 |
| 455 | 000 | 0.030 | 0.013 | 002 |
| 507 | 005 | 0.025 | 0.012 | 001 |
| 227 | 005 | 0.025 | 0.025 | 001 |
| 556 | 005 | 0.030 | 0.042 | 001 |
| 163 | 001 | 0.019 | 0.005 | 001 |
| 550 | 001 | 0.020 | 0.011 | 001 |
| 583 | 001 | 0.029 | 0.026 | 001 |
| 138 | 009 | 0.012 | 0.012 | 000 |
| 558 | 008 | 0.016 | 0.016 | 000 |
| 411 | 002 | 0.011 | 0.011 | 000 |
| 229 | 002 | 0.029 | 0.039 | 000 |
| 553 | 008 | 0.017 | 0.000 | 001 |
| 410 | 000 | 0.037 | 0.008 | 003 |
| 586 | 004 | 0.018 | 0.012 | 001 |
| 223 | 002 | 0.076 | 0.005 | 001 |
| 587 | 000 | 0.023 | 0.000 | 000 |
| 611 | 009 | 0.030 | 0.000 | 002 |
| 593 | 009 | 0.032 | 0.001 | 002 |
| 239 | 002 | 0.027 | 0.000 | 001 |
| 595 | 001 | 0.067 | 0.018 | 002 |
| 596 | 007 | 0.032 | 0.000 | 001 |
| 613 | 002 | 0.015 | 0.007 | 000 |
| 601 | 002 | 0.026 | 0.026 | 000 |
| 604 | 008 | 0.018 | 0.000 | 001 |
| 141 | 007 | 0.035 | 0.018 | 002 |
| 495 | 000 | 0.007 | 0.000 | 000 |
| 241 | 005 | 0.035 | 0.007 | 000 |
| 183 | 000 | 0.050 | 0.032 | 001 |
| 147 | 000 | 0.053 | 0.068 | 001 |
| 628 | 007 | 0.010 | 0.010 | 000 |
| 453 | 007 | 0.033 | 0.042 | 000 |
| 480 | 007 | 0.044 | 0.086 | 000 |
| 637 | 007 | 0.055 | 0.009 | 002 |
| 192 | 005 | 0.032 | 0.016 | 001 |
| 638 | 007 | 0.001 | 0.001 | 000 |
| 649 | 001 | 0.019 | 0.000 | 001 |
| 579 | 003 | 0.039 | 0.009 | 001 |
| 249 | 007 | 0.047 | 0.009 | 001 |
| 642 | 006 | 0.012 | 0.003 | 001 |
| 644 | 000 | 0.041 | 0.007 | 001 |
| 186 | 000 | 0.065 | 0.031 | 000 |
| 648 | 003 | 0.000 | 0.000 | 000 |
| 422 | 003 | 0.004 | 0.004 | 000 |
| 516 | 005 | 0.011 | 0.008 | 001 |
| 578 | 009 | 0.064 | 0.019 | 001 |
| 266 | 009 | 0.065 | 0.039 | 001 |
| 680 | 005 | 0.036 | 0.006 | 006 |
| 421 | 009 | 0.045 | 0.013 | 006 |
| 184 | 007 | 0.001 | 0.001 | 000 |
| 256 | 007 | 0.021 | 0.022 | 000 |
| 490 | 000 | 0.034 | 0.021 | 000 |
| 679 | 005 | 0.071 | 0.021 | 001 |
| 189 | 005 | 0.082 | 0.032 | 001 |
| 276 | 005 | 0.092 | 0.054 | 001 |
| 683 | 006 | 0.000 | 0.000 | 000 |
| 432 | 006 | 0.023 | 0.000 | 001 |
| 280 | 007 | 0.030 | 0.000 | 002 |
| 506 | 007 | 0.006 | 0.001 | 000 |
| 696 | 005 | 0.062 | 0.014 | 002 |
| 430 | 005 | 0.011 | 0.021 | 000 |
| 198 | 005 | 0.010 | 0.010 | 000 |
| 273 | 002 | 0.030 | 0.016 | 002 |
| 703 | 001 | 0.005 | 0.005 | 000 |
| 532 | 001 | 0.069 | 0.011 | 000 |
| 710 | 004 | 0.076 | 0.011 | 001 |
| 152 | 004 | 0.076 | 0.011 | 001 |
| 707 | 007 | 0.031 | 0.031 | 000 |
| 668 | 003 | 0.005 | 0.005 | 000 |
| 670 | 007 | 0.019 | 0.013 | 001 |
| 441 | 007 | 0.020 | 0.020 | 001 |
| 200 | 004 | 0.047 | 0.021 | 002 |
| 281 | 004 | 0.024 | 0.009 | 001 |
| 672 | 004 | 0.027 | 0.022 | 001 |
| 446 | 004 | 0.033 | 0.040 | 001 |
| 698 | 004 | 0.050 | 0.075 | 001 |
| 296 | 005 | 0.005 | 0.005 | 000 |
| 445 | 002 | 0.045 | 0.006 | 003 |
| 203 | 003 | 0.006 | 0.005 | 000 |
| 712 | 003 | 0.010 | 0.005 | 000 |
| 722 | 003 | 0.028 | 0.018 | 000 |
| 299 | 008 | 0.038 | 0.031 | 000 |
| 209 | 000 | 0.082 | 0.042 | 003 |
| 725 | 008 | 0.041 | 0.041 | 000 |
| 615 | 009 | 0.032 | 0.028 | 001 |
| 298 | 009 | 0.048 | 0.072 | 001 |
| 667 | 009 | 0.020 | 0.020 | 000 |
| 727 | 006 | 0.006 | 0.000 | 000 |
| 458 | 004 | 0.037 | 0.037 | 000 |
| 665 | 003 | 0.020 | 0.020 | 000 |
| 602 | 003 | 0.027 | 0.047 | 000 |
| 739 | 003 | 0.032 | 0.078 | 000 |
| 659 | 006 | 0.012 | 0.012 | 000 |
| 204 | 006 | 0.051 | 0.063 | 000 |
| 297 | 009 | 0.000 | 0.000 | 000 |
| 750 | 008 | 0.000 | -0.000 | 000 |
| 452 | 001 | 0.041 | 0.026 | 000 |
| 302 | 001 | 0.041 | 0.053 | 000 |
| 158 | 000 | 0.014 | 0.014 | 000 |
| 309 | 005 | 0.059 | 0.059 | 000 |
| 757 | 005 | 0.008 | 0.008 | 000 |
| 775 | 005 | 0.025 | 0.033 | 000 |
| 157 | 001 | 0.004 | 0.004 | 000 |
| 763 | 001 | 0.019 | 0.013 | 001 |
| 460 | 001 | 0.007 | 0.007 | 000 |
| 320 | 005 | 0.023 | 0.007 | 001 |
| 462 | 005 | 0.023 | 0.014 | 001 |
| 164 | 004 | 0.008 | 0.008 | 000 |
| 338 | 004 | 0.008 | 0.016 | 000 |
| 692 | 009 | 0.056 | 0.056 | 000 |
| 787 | 009 | 0.056 | 0.113 | 000 |
| 162 | 009 | 0.089 | 0.202 | 000 |
| 754 | 009 | 0.060 | 0.060 | 000 |
| 332 | 009 | 0.075 | 0.134 | 000 |
| 795 | 007 | 0.143 | 0.195 | 000 |
| 165 | 009 | 0.006 | 0.013 | 000 |
| 467 | 009 | 0.006 | 0.006 | 000 |
| 335 | 002 | 0.026 | 0.026 | 000 |
| 476 | 006 | 0.006 | 0.006 | 000 |
| 801 | 000 | 0.006 | 0.006 | 002 |
| 342 | 007 | 0.022 | 0.022 | 000 |
| 470 | 007 | 0.024 | 0.046 | 000 |
| 171 | 003 | 0.048 | 0.048 | 000 |
| 214 | 003 | 0.048 | 0.096 | 000 |
| 355 | 007 | 0.026 | 0.026 | 000 |
| 173 | 002 | 0.082 | 0.047 | 001 |
| 228 | 009 | 0.047 | 0.012 | 000 |
| 362 | 009 | 0.056 | 0.033 | 000 |
| 487 | 002 | 0.049 | 0.049 | 000 |
| 814 | 008 | 0.011 | 0.011 | 000 |
| 812 | 008 | 0.011 | 0.022 | 000 |
| 175 | 002 | 0.011 | 0.020 | 000 |
| 819 | 002 | 0.011 | 0.010 | 000 |
| 233 | 002 | 0.000 | 0.000 | 000 |
| 365 | 000 | 0.025 | 0.000 | 001 |
| 830 | 000 | 0.041 | 0.016 | 001 |
| 498 | 004 | 0.016 | 0.016 | 000 |
| 799 | 001 | 0.067 | 0.016 | 000 |
| 827 | 001 | 0.070 | 0.019 | 000 |
| 744 | 007 | 0.019 | 0.019 | 000 |
| 503 | 007 | 0.034 | 0.054 | 000 |
| 847 | 000 | 0.046 | 0.046 | 000 |
| 174 | 004 | 0.044 | 0.018 | 000 |
| 849 | 004 | 0.056 | 0.047 | 000 |
| 807 | 005 | 0.016 | 0.016 | 000 |
| 177 | 004 | 0.020 | 0.020 | 000 |
| 857 | 009 | 0.010 | 0.010 | 000 |
| 519 | 008 | 0.015 | 0.010 | 001 |
| 853 | 004 | 0.017 | 0.017 | 000 |
| 237 | 009 | 0.060 | 0.003 | 001 |
| 865 | 001 | 0.033 | 0.031 | 000 |
| 855 | 001 | 0.035 | 0.064 | 000 |
| 246 | 000 | 0.038 | 0.038 | 000 |
| 844 | 000 | 0.061 | 0.099 | 000 |
| 831 | 007 | 0.016 | 0.016 | 000 |
| 836 | 007 | 0.026 | 0.042 | 000 |
| 851 | 007 | 0.050 | 0.092 | 000 |
| 545 | 004 | 0.004 | 0.004 | 000 |
| 188 | 004 | 0.010 | 0.014 | 000 |
| 378 | 003 | 0.017 | 0.017 | 000 |
| 891 | 009 | 0.072 | 0.009 | 000 |
| 252 | 009 | 0.072 | 0.018 | 000 |
| 870 | 009 | 0.072 | 0.027 | 000 |
| 890 | 006 | 0.061 | 0.003 | 001 |
| 197 | 008 | 0.026 | 0.020 | 001 |
| 389 | 004 | 0.068 | 0.021 | 002 |
| 894 | 005 | 0.032 | 0.000 | 002 |
| 544 | 005 | 0.010 | 0.007 | 000 |
| 388 | 009 | 0.061 | 0.013 | 000 |
| 834 | 001 | 0.036 | 0.012 | 001 |
| 270 | 000 | 0.020 | 0.009 | 000 |
| 877 | 002 | 0.061 | 0.044 | 000 |
| 911 | 006 | 0.032 | 0.003 | 001 |
| 274 | 007 | 0.044 | 0.021 | 000 |
| 199 | 000 | 0.071 | 0.032 | 001 |
| 275 | 007 | 0.008 | 0.008 | 000 |
| 919 | 007 | 0.017 | 0.025 | 000 |
| 879 | 008 | 0.062 | 0.010 | 002 |
| 292 | 002 | 0.080 | 0.016 | 002 |
| 922 | 007 | 0.028 | 0.004 | 003 |
| 403 | 009 | 0.031 | 0.012 | 001 |
| 923 | 006 | 0.009 | 0.009 | 000 |
| 564 | 006 | 0.027 | 0.024 | 000 |
| 300 | 001 | 0.015 | 0.015 | 000 |
| 205 | 000 | 0.057 | 0.015 | 002 |
| 568 | 002 | 0.035 | 0.035 | 000 |
| 206 | 007 | 0.006 | 0.006 | 000 |
| 569 | 008 | 0.015 | 0.015 | 000 |
| 918 | 008 | 0.045 | 0.060 | 000 |
| 939 | 002 | 0.058 | 0.071 | 001 |
| 932 | 005 | 0.044 | 0.032 | 000 |
| 559 | 004 | 0.066 | 0.034 | 001 |
| 934 | 004 | 0.066 | 0.035 | 001 |
| 301 | 005 | 0.022 | 0.020 | 000 |
| 907 | 006 | 0.040 | 0.033 | 001 |
| 936 | 009 | 0.077 | 0.057 | 002 |
| 927 | 002 | 0.021 | 0.013 | 000 |
| 414 | 001 | 0.073 | 0.000 | 002 |
| 947 | 003 | 0.012 | 0.000 | 000 |
| 574 | 003 | 0.037 | 0.025 | 000 |
| 413 | 004 | 0.064 | 0.025 | 002 |
| 966 | 001 | 0.000 | 0.000 | 000 |
| 304 | 000 | 0.025 | 0.004 | 000 |
| 944 | 009 | 0.000 | 0.000 | 000 |
| 913 | 003 | 0.038 | 0.018 | 002 |
| 307 | 005 | 0.017 | 0.017 | 000 |
| 973 | 000 | 0.023 | 0.013 | 000 |
| 866 | 004 | 0.021 | 0.006 | 000 |
| 573 | 005 | 0.016 | 0.000 | 001 |
| 961 | 005 | 0.016 | 0.000 | 001 |
| 313 | 000 | 0.023 | 0.007 | 002 |
| 901 | 008 | 0.003 | 0.006 | 000 |
| 908 | 008 | 0.003 | 0.003 | 000 |
| 415 | 002 | 0.015 | 0.016 | 000 |
| 996 | 008 | 0.024 | 0.000 | 000 |
| 970 | 008 | 0.024 | 0.000 | 000 |
| 921 | 002 | 0.004 | 0.004 | 000 |
| 971 | 002 | 0.063 | 0.068 | 000 |
| 1002 | 002 | 0.016 | 0.005 | 001 |
| 584 | 007 | 0.032 | 0.000 | 001 |
| 333 | 005 | 0.062 | 0.000 | 001 |
| 999 | 005 | 0.062 | 0.000 | 001 |
| 974 | 005 | 0.062 | 0.000 | 001 |
| 576 | 008 | 0.043 | 0.000 | 000 |
| 419 | 008 | 0.043 | 0.000 | 000 |
| 319 | 005 | 0.037 | 0.009 | 001 |
| 981 | 005 | 0.080 | 0.060 | 001 |
| 231 | 007 | 0.025 | 0.000 | 001 |
| 324 | 008 | 0.026 | 0.020 | 001 |
| 589 | 008 | 0.026 | 0.040 | 001 |
| 580 | 000 | 0.004 | 0.004 | 000 |
| 1018 | 008 | 0.010 | 0.004 | 001 |
| 341 | 002 | 0.061 | 0.009 | 000 |
| 1027 | 004 | 0.036 | 0.036 | 000 |
| 423 | 008 | 0.054 | 0.054 | 000 |
| 581 | 008 | 0.056 | 0.074 | 000 |
| 592 | 009 | 0.091 | 0.000 | 004 |
| 428 | 009 | 0.021 | 0.021 | 000 |
| 1037 | 008 | 0.033 | 0.021 | 001 |
| 1038 | 002 | 0.011 | 0.011 | 000 |
| 348 | 002 | 0.024 | 0.034 | 000 |
| 350 | 002 | 0.028 | 0.028 | 000 |
| 238 | 004 | 0.051 | 0.040 | 000 |
| 1040 | 005 | 0.049 | 0.034 | 000 |
| 1050 | 002 | 0.006 | 0.006 | 000 |
| 598 | 002 | 0.006 | 0.012 | 000 |
| 232 | 004 | 0.037 | 0.027 | 001 |
| 963 | 007 | 0.026 | 0.007 | 002 |
| 236 | 007 | 0.026 | 0.014 | 002 |
| 607 | 007 | 0.000 | -0.000 | 000 |
| 1048 | 004 | 0.027 | 0.027 | 000 |
| 612 | 008 | 0.044 | 0.024 | 002 |
| 1049 | 003 | 0.064 | 0.024 | 006 |
| 610 | 001 | 0.011 | 0.000 | 000 |
| 383 | 004 | 0.026 | 0.026 | 000 |
| 247 | 004 | 0.026 | 0.026 | 000 |
| 1065 | 008 | 0.024 | 0.024 | 000 |
| 376 | 005 | 0.035 | 0.028 | 001 |
| 617 | 001 | 0.052 | 0.044 | 001 |
| 244 | 000 | 0.040 | 0.009 | 000 |
| 1070 | 007 | 0.014 | 0.008 | 001 |
| 437 | 004 | 0.015 | 0.009 | 003 |
| 242 | 002 | 0.030 | 0.000 | 002 |
| 620 | 006 | 0.061 | 0.011 | 003 |
| 1046 | 004 | 0.010 | 0.000 | 000 |
| 955 | 007 | 0.024 | 0.000 | 000 |
| 1088 | 007 | 0.027 | 0.004 | 000 |
| 1030 | 002 | 0.029 | 0.004 | 000 |
| 448 | 002 | 0.037 | 0.013 | 000 |
| 619 | 002 | 0.085 | 0.033 | 002 |
| 1090 | 003 | 0.015 | 0.006 | 002 |
| 1054 | 003 | 0.037 | 0.035 | 002 |
| 442 | 009 | 0.021 | 0.021 | 000 |
| 1051 | 002 | 0.018 | 0.012 | 001 |
| 622 | 004 | 0.030 | 0.015 | 001 |
| 1095 | 004 | 0.050 | 0.038 | 001 |
| 385 | 006 | 0.039 | 0.000 | 003 |
| 627 | 002 | 0.096 | 0.008 | 003 |
| 384 | 007 | 0.046 | 0.002 | 002 |
| 1073 | 001 | 0.043 | 0.022 | 000 |
| 634 | 004 | 0.043 | 0.022 | 001 |
| 1101 | 001 | 0.043 | 0.022 | 000 |
| 263 | 006 | 0.045 | 0.000 | 003 |
| 1061 | 006 | 0.011 | 0.011 | 000 |
| 392 | 007 | 0.046 | 0.028 | 000 |
| 1058 | 004 | 0.037 | 0.000 | 000 |
| 269 | 005 | 0.044 | 0.000 | 000 |
| 1089 | 005 | 0.029 | 0.002 | 000 |
| 959 | 001 | 0.003 | 0.003 | 000 |
| 953 | 001 | 0.014 | 0.017 | 000 |
| 1129 | 003 | 0.034 | 0.017 | 001 |
| 457 | 004 | 0.026 | 0.026 | 000 |
| 271 | 009 | 0.039 | 0.014 | 002 |
| 1099 | 005 | 0.031 | 0.007 | 000 |
| 407 | 005 | 0.031 | 0.015 | 000 |
| 643 | 005 | 0.072 | 0.063 | 000 |
| 1044 | 008 | 0.036 | -0.000 | 000 |
| 465 | 008 | 0.000 | 0.000 | 000 |
| 294 | 009 | 0.004 | 0.004 | 000 |
| 660 | 008 | 0.013 | 0.013 | 000 |
| 1149 | 009 | 0.040 | 0.030 | 002 |
| 1121 | 009 | 0.046 | 0.053 | 002 |
| 286 | 007 | 0.051 | 0.053 | 002 |
| 657 | 007 | 0.081 | 0.010 | 002 |
| 1160 | 008 | 0.036 | 0.004 | 000 |
| 662 | 008 | 0.044 | 0.016 | 000 |
| 1163 | 008 | 0.044 | 0.028 | 000 |
